filename,source_line,label,n_symbols,latin_source
pilot_proklamasi/proklamasi_011.png,11,ᮜ ᮙᮥ ᮔ᮪ <sp> ᮓᮤ ᮒᮤ ᮜᮤ ᮊ᮪ <sp> ᮒᮤ ᮔ <sp> ᮙᮧᮁ ᮖᮧ ᮜᮧ ᮌᮤ <sp> ᮊᮧ ᮒ ᮔ <sp> ᮃ ᮚᮩ ᮔ <sp> ᮊᮧ ᮒ <sp> ᮄ ᮉ <sp> ᮙᮤ ᮘ ᮔ᮪ ᮓ <sp> ᮊ ᮛ ᮊ᮪ ᮒᮨᮁ <sp> ᮇᮁ ᮌ ᮔᮤ ᮊ᮪ <sp> ᮞ ᮛᮥ ᮕ <sp> ᮕᮤ ᮞ ᮔ᮪ <sp> ᮏᮩᮀ <sp> ᮊᮧ ᮒ <sp> ᮊᮧ ᮒ <sp> ᮓᮤ <sp> ᮄ ᮔ᮪ ᮓᮧ ᮔᮦ ᮞᮤ ᮃ <sp> ᮅ ᮙᮥ ᮙ᮪ ᮔ,75,"Lamun ditilik tina morfologi kotana ayeuna, kota ieu mibanda karakter organik, sarupa pisan jeung kota-kota di Indonésia umumna."
pilot_proklamasi/proklamasi_012.png,12,ᮔ ᮍᮤᮀ <sp> ᮅ ᮕ ᮙᮤ <sp> ᮓᮤ ᮒᮤ ᮒᮦ ᮔ ᮔ᮪ <sp> ᮜᮀ ᮊᮥᮀ <sp> ᮒᮨ ᮜᮨ ᮘ᮪ <sp> ᮃ ᮚ <sp> ᮞ᮪ ᮒᮢᮥ ᮊ᮪ ᮒᮥᮁ <sp> ᮏ ᮛᮤ ᮍ ᮔ᮪ <sp> ᮏ ᮜ ᮔ᮪ <sp> ᮃ ᮔᮥ <sp> ᮙᮦ ᮛᮦ <sp> ᮎᮤ ᮛᮤ <sp> ᮠ ᮞ᮪ <sp> ᮃ ᮔᮥ <sp> ᮊᮥ ᮃ ᮒ᮪ <sp> ᮊ ᮔ <sp> ᮙᮧᮁ ᮖᮧ ᮜᮧ ᮌᮤ <sp> ᮊᮧ ᮒ <sp> ᮆ ᮒ,69,"Nanging, upami dititénan langkung teleb, aya struktur jaringan jalan anu méré ciri has anu kuat kana morfologi kota éta."
pilot_proklamasi/proklamasi_013.png,13,ᮑ ᮆ ᮒ <sp> ᮏ ᮜᮥᮁ <sp> ᮞ ᮒᮨ ᮍᮂ <sp> ᮘᮥ ᮔ᮪ ᮓᮨ ᮛ ᮔ᮪ <sp> ᮃ ᮔᮥ <sp> ᮍ ᮘᮨ ᮔ᮪ ᮒᮀ <sp> ᮒᮤ <sp> ᮊᮤ ᮓᮥ ᮜ᮪ <sp> ᮊ <sp> ᮝᮦ ᮒ ᮔ᮪ <sp> ᮊ ᮜᮦᮁ <sp> ᮞᮁ ᮒ <sp> ᮕ ᮙᮥ ᮞ᮪ ᮒᮥ ᮍ ᮔ ᮔ <sp> ᮊ <sp> ᮊᮥ ᮜᮧ ᮔ᮪,56,"Nyaéta jalur satengah bunderan anu ngabentang ti kidul ka wétan, kalér, sarta pamustunganana ka kulon."
pilot_proklamasi/proklamasi_014.png,14,ᮝ ᮜᮥ ᮍ ᮔ᮪ <sp> ᮎᮤ ᮒ ᮛᮥ ᮙ᮪ <sp> ᮇ ᮌᮦ <sp> ᮙᮤ ᮘ ᮔ᮪ ᮓ <sp> ᮕᮨ ᮛ ᮔ᮪ <sp> ᮓᮤ ᮔ <sp> ᮕ ᮙᮨ ᮊ ᮛ ᮔ᮪ <sp> ᮄ ᮉ <sp> ᮊᮧ ᮒ <sp> ᮃ ᮔᮥ <sp> ᮎᮧ ᮔ᮪ ᮓᮧᮀ <sp> ᮔᮥ ᮒᮥᮁ ᮊᮩ ᮔ᮪ <sp> ᮕᮧ ᮜ <sp> ᮓ ᮆ ᮛᮂ <sp> ᮃ ᮜᮤ ᮛ ᮔ᮪ <sp> ᮝ ᮜᮥ ᮍ ᮔ ᮔ,66,"Walungan Citarum ogé mibanda peran dina pamekaran ieu kota, anu condong nuturkeun pola daérah aliran walunganana."
pilot_proklamasi/proklamasi_015.png,15,ᮓᮤ <sp> ᮛᮨ ᮍ ᮞ᮪ ᮓᮨᮀ ᮊᮣᮧ ᮊ᮪ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮙᮤ ᮙᮤ ᮒᮤ ᮔ <sp> ᮓᮤ ᮘ ᮝ <sp> ᮊ <sp> ᮙᮁ ᮊ ᮞ᮪ <sp> ᮕ ᮞᮥ ᮊ ᮔ᮪ <sp> ᮕᮨ ᮒ <sp> ᮕᮨ ᮙ᮪ ᮘᮨ ᮜ <sp> ᮒ ᮔᮂ <sp> ᮃ ᮄᮁ,47,"Di Rengasdengklok, Soekarno mimitina dibawa ka markas pasukan PETA (Pembela Tanah Air)."
pilot_proklamasi/proklamasi_016.png,16,ᮔ ᮍᮤᮀ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮑᮤᮀ ᮊ ᮠ ᮔ᮪ <sp> ᮊᮥ ᮙ᮪ ᮕᮥ ᮜ᮪ ᮔ <sp> ᮏ ᮜ᮪ ᮙ <sp> ᮏ ᮜ᮪ ᮙ <sp> ᮃ ᮔᮥ <sp> ᮘᮤ ᮞ <sp> ᮔᮤ ᮙ᮪ ᮘᮥ ᮜ᮪ ᮊᮩ ᮔ᮪ <sp> ᮊ ᮎᮥ ᮛᮤ ᮌ ᮃ ᮔ᮪ <sp> ᮕ ᮞᮥ ᮊ ᮔ᮪ <sp> ᮏᮨ ᮕᮀ <sp> ᮙ ᮛ ᮔᮦᮂ ᮔ <sp> ᮓᮤ ᮘ ᮝ <sp> ᮊ <sp> ᮄ ᮙᮂ <sp> ᮞ ᮅ ᮛᮀ <sp> ᮕ ᮒ ᮔᮤ <sp> ᮒᮤ ᮇᮀ ᮠᮧ ᮃ <sp> ᮔᮥ <sp> ᮍ ᮛ ᮔ᮪ ᮔ <sp> ᮓ᮪ ᮏᮤ ᮃ ᮝ᮪ <sp> ᮊᮤ ᮈ <sp> ᮞᮤ ᮇᮀ,98,"Nanging, pikeun nyingkahan kumpulna jalma-jalma anu bisa nimbulkeun kacurigaan pasukan Jepang, maranéhna dibawa ka imah saurang patani Tionghoa nu ngaranna Djiaw Kie Siong."
pilot_proklamasi/proklamasi_017.png,17,ᮄ ᮉ <sp> ᮄ ᮙᮂ <sp> ᮕᮨ ᮛᮨ ᮔᮂ ᮔ <sp> ᮓᮤ <sp> ᮓᮥ ᮞᮥ ᮔ᮪ <sp> ᮘᮧ ᮏᮧᮀ <sp> ᮞᮁ ᮒ <sp> ᮓᮤ ᮕᮤ ᮜᮤᮂ <sp> ᮜ ᮔ᮪ ᮒ ᮛ ᮔ᮪ <sp> ᮓᮩ ᮊᮩ ᮒ᮪ <sp> ᮊ <sp> ᮝ ᮜᮥ ᮍ ᮔ᮪ <sp> ᮜᮨ ᮌ <sp> ᮞᮁ ᮒ <sp> ᮓᮩ ᮊᮩ ᮒ᮪ <sp> ᮊ <sp> ᮙᮁ ᮊ ᮞ᮪ <sp> ᮕᮨ ᮒ,62,"Ieu imah perenahna di Dusun Bojong sarta dipilih lantaran deukeut ka walungan, lega, sarta deukeut ka markas PETA."
pilot_proklamasi/proklamasi_019.png,19,ᮃᮂ ᮙ ᮓ᮪ <sp> ᮞᮥ ᮘᮁ ᮏᮧ <sp> ᮒᮥ ᮜᮥ ᮚ᮪ <sp> ᮑᮥ ᮞᮥ ᮜ᮪ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮏᮩᮀ <sp> ᮠ ᮒ᮪ ᮒ <sp> ᮊ <sp> ᮛᮨ ᮍ ᮞ᮪ ᮓᮨᮀ ᮊᮣᮧ ᮊ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮙᮦ ᮛᮦ <sp> ᮏ ᮙᮤ ᮔ ᮔ᮪ <sp> ᮞᮁ ᮒ <sp> ᮍ ᮚ ᮊᮤ ᮔ᮪ ᮊᮩ ᮔ᮪ <sp> ᮌᮧ ᮜᮧ ᮍ ᮔ᮪ <sp> ᮔᮧ ᮔᮧ ᮙ ᮔ᮪ <sp> ᮚᮦ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮘ ᮊ ᮜ᮪ <sp> ᮌᮩ ᮛ <sp> ᮓᮤ ᮕᮢᮧ ᮊᮣ ᮙ ᮞᮤ ᮊᮩ ᮔ᮪,92,Ahmad Subarjo tuluy nyusul Soekarno jeung Hatta ka Rengasdengklok pikeun méré jaminan sarta ngayakinkeun golongan nonoman yén kamerdikaan bakal geura diproklamasikeun.
pilot_proklamasi/proklamasi_020.png,20,ᮊᮥ <sp> ᮊᮤ ᮒᮥ ᮔ <sp> ᮕ ᮛ <sp> ᮔᮧ ᮔᮧ ᮙ ᮔ᮪ <sp> ᮕᮨ ᮒ <sp> ᮍᮤ ᮓᮤ ᮔ ᮔ᮪ <sp> ᮃᮂ ᮙ ᮓ᮪ <sp> ᮞᮥ ᮘᮁ ᮏᮧ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮍ ᮏᮨ ᮙ᮪ ᮕᮥ ᮒ᮪ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮏᮩᮀ <sp> ᮠ ᮒ᮪ ᮒ <sp> ᮞᮁ ᮒ <sp> ᮙ ᮝ <sp> ᮙ ᮛ ᮔᮦᮂ ᮔ <sp> ᮘ ᮜᮤ ᮊ᮪ <sp> ᮓᮩ ᮄ <sp> ᮊ <sp> ᮏ ᮊᮁ ᮒ,74,"Ku kituna, para nonoman PETA ngidinan Ahmad Subarjo pikeun ngajemput Soekarno jeung Hatta sarta mawa maranéhna balik deui ka Jakarta."
pilot_proklamasi/proklamasi_021.png,21,ᮞ ᮘ ᮓ <sp> ᮙᮥ ᮜᮤᮂ <sp> ᮒᮤ <sp> ᮛᮨ ᮍ ᮞ᮪ ᮓᮨᮀ ᮊᮣᮧ ᮊ᮪ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮞ ᮛᮨᮀ <sp> ᮠ ᮒ᮪ ᮒ <sp> ᮔᮨ ᮛ ᮞ᮪ ᮊᮩ ᮔ᮪ <sp> ᮕᮨᮁ ᮏ ᮜ ᮔ ᮔ᮪ <sp> ᮊ <sp> ᮘᮥ ᮙᮤ <sp> ᮞ ᮅ ᮛᮀ <sp> ᮝᮁ ᮌ <sp> ᮏᮨ ᮕᮀ <sp> ᮜ ᮊ᮪ ᮞ ᮙ ᮔ <sp> ᮒ ᮓ ᮞ᮪ ᮠᮤ <sp> ᮙ ᮈ ᮓ <sp> ᮆ ᮒ <sp> ᮘᮥ ᮙᮤ <sp> ᮒᮦᮂ <sp> ᮞ ᮒᮨ ᮛᮥ ᮞ᮪ ᮔ <sp> ᮓᮤ ᮏ ᮓᮤ ᮊᮩ ᮔ᮪ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮍ ᮛᮦᮀ ᮞᮦ ᮊᮩ ᮔ᮪ <sp> ᮔ ᮞ᮪ ᮊᮂ <sp> ᮕᮢᮧ ᮊᮣ ᮙ ᮞᮤ <sp> ᮞ ᮕᮧ ᮆ <sp> ᮞ ᮃ ᮎ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮦ ᮊ ᮃ ᮔ᮪,129,"Sabada mulih ti Rengasdengklok, Soekarno sareng Hatta neraskeun perjalanan ka bumi saurang warga Jepang, Laksamana Tadashi Maeda; éta bumi téh saterusna dijadikeun tempat pikeun ngaréngsékeun naskah proklamasi, sapoé saacan kamerdékaan."
pilot_proklamasi/proklamasi_022.png,22,ᮄ ᮙᮂ <sp> ᮆ ᮒ <sp> ᮓᮤ ᮕᮤ ᮜᮤᮂ <sp> ᮜ ᮔ᮪ ᮒ ᮛ ᮔ᮪ <sp> ᮜ ᮊ᮪ ᮞ ᮙ ᮔ <sp> ᮙᮥ ᮓ <sp> ᮒ ᮓ ᮞ᮪ ᮠᮤ <sp> ᮙ ᮈ ᮓ <sp> ᮍ ᮏ ᮘ ᮒ᮪ <sp> ᮞ ᮜ ᮊᮥ <sp> ᮊᮧ ᮙ ᮔ᮪ ᮓ ᮔ᮪ <sp> ᮕᮀ ᮠᮥ ᮘᮥᮀ <sp> ᮃᮀ ᮊ ᮒ ᮔ᮪ <sp> ᮜ ᮅ ᮒ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮕ ᮞᮥ ᮊ ᮔ᮪ <sp> ᮓ ᮛ ᮒ᮪ <sp> ᮞ ᮠᮤᮀ ᮌ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮒᮤᮀ ᮌ ᮜ᮪ ᮔ <sp> ᮙᮤ ᮘ ᮔ᮪ ᮓ <sp> ᮠ ᮊ᮪ <sp> ᮄ ᮙᮥ ᮔᮤ ᮒ ᮞ᮪ <sp> ᮓᮤ ᮕᮣᮧ ᮙ ᮒᮤ ᮊ᮪,108,"Imah éta dipilih lantaran Laksamana Muda Tadashi Maeda ngajabat salaku komandan panghubung angkatan laut pikeun pasukan darat, sahingga tempat tinggalna mibanda hak imunitas diplomatik."
pilot_proklamasi/proklamasi_023.png,23,ᮞᮀ ᮌᮩ ᮞ᮪ <sp> ᮓᮢ ᮖ᮪ ᮔ <sp> ᮓᮤ ᮞ ᮜᮥ ᮚᮥ ᮃ ᮔ᮪ <sp> ᮞ ᮚᮥ ᮒᮤ <sp> ᮙᮨ ᮜᮤ ᮊ᮪ <sp> ᮍᮨ ᮒᮤ ᮊ᮪ <sp> ᮆ ᮒ <sp> ᮓᮢ ᮖ᮪,32,"Sanggeus drafna disaluyuan, Sayuti Melik ngetik éta draf."
pilot_proklamasi/proklamasi_024.png,24,ᮒᮦ ᮊ᮪ ᮞ᮪ <sp> ᮕᮢᮧ ᮊᮣ ᮙ ᮞᮤ <sp> ᮔᮥ <sp> ᮌᮩ ᮞ᮪ <sp> ᮓᮤ ᮖᮤ ᮔ ᮜᮤ ᮞ ᮞᮤ <sp> ᮓᮤ ᮘ ᮎ ᮊᮩ ᮔ᮪ <sp> ᮊᮥ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮓᮤ ᮔ <sp> ᮠᮤ ᮏᮤ <sp> ᮅ ᮕ ᮎ ᮛ <sp> ᮘ ᮞ ᮏ ᮔ᮪ <sp> ᮓᮤ <sp> ᮘᮥ ᮛᮥ ᮃ ᮔ᮪ <sp> ᮄ ᮙᮂ ᮔ <sp> ᮓᮤ <sp> ᮏ ᮜ ᮔ᮪ <sp> ᮕᮨ ᮌᮀ ᮞ ᮃ ᮔ᮪,72,Téks proklamasi nu geus difinalisasi dibacakeun ku Soekarno dina hiji upacara basajan di buruan imahna di Jalan Pegangsaan.
pilot_proklamasi/proklamasi_025.png,25,ᮘᮥ ᮛᮥ ᮃ ᮔ᮪ <sp> ᮄ ᮙᮂ <sp> ᮞᮧ ᮈ ᮊᮁ ᮔᮧ <sp> ᮓᮤ ᮕᮤ ᮜᮤᮂ <sp> ᮏ ᮓᮤ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮙ ᮎ ᮊᮩ ᮔ᮪ <sp> ᮒᮦ ᮊ᮪ ᮞ᮪ <sp> ᮕᮢᮧ ᮊᮣ ᮙ ᮞᮤ <sp> ᮜ ᮔ᮪ ᮒ ᮛ ᮔ᮪ <sp> ᮕᮤ ᮠ ᮊ᮪ <sp> ᮏᮨ ᮕᮀ <sp> ᮌᮩ ᮞ᮪ <sp> ᮑ ᮠᮧ <sp> ᮚᮦ ᮔ᮪ <sp> ᮆ ᮒ <sp> ᮃ ᮎ ᮛ <sp> ᮒᮦᮂ <sp> ᮒ ᮓᮤ ᮔ <sp> ᮓᮤ ᮛ ᮔ᮪ ᮎᮀ <sp> ᮓᮤ <sp> ᮜ ᮕ ᮍ ᮔ᮪ <sp> ᮄ ᮊ ᮓ <sp> ᮃ ᮚ <sp> ᮊ ᮠ ᮛᮤ ᮝᮀ <sp> ᮚᮦ ᮔ᮪ <sp> ᮜ ᮙᮥ ᮔ᮪ <sp> ᮃ ᮎ ᮛ <sp> ᮓᮤ ᮜ ᮊ᮪ ᮞ ᮔ ᮊᮩ ᮔ᮪ <sp> ᮓᮤ <sp> ᮜ ᮕ ᮍ ᮔ᮪ <sp> ᮄ ᮊ ᮓ <sp> ᮕ ᮞᮥ ᮊ ᮔ᮪ <sp> ᮏᮨ ᮕᮀ <sp> ᮘ ᮊ ᮜ᮪ <sp> ᮎ ᮙ᮪ ᮕᮥᮁ <sp> ᮒ ᮍ ᮔ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮍ ᮠ ᮜ ᮍ ᮔ ᮔ,162,"Buruan imah Soekarno dipilih jadi tempat pikeun macakeun téks Proklamasi lantaran pihak Jepang geus nyaho yén éta acara téh tadina dirancang di Lapangan Ikada; aya kahariwang yén lamun acara dilaksanakeun di Lapangan Ikada, pasukan Jepang bakal campur tangan pikeun ngahalanganana."
