filename,source_file,label,n_symbols,latin_source,font
budak_teuneung_fonts/bt_0010_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮘᮥ ᮓ ᮊ᮪ <sp> ᮔᮥ <sp> ᮙᮩ ᮔᮀ <sp> ᮌᮨ ᮜᮥ ᮒ᮪ ᮔ <sp> ᮕᮧ ᮠ ᮛ <sp> ᮞᮨ ᮔ ᮍᮩ ᮔ ᮔ <sp> ᮊᮥ <sp> ᮘ ᮘ ᮒᮥ ᮛ ᮔ ᮔ <sp> ᮒ ᮛ <sp> ᮕ ᮒᮤ <sp> ᮓᮤ ᮠᮩ ᮛᮩ ᮚ ᮔ᮪ <sp> ᮒᮩ ᮄᮀ,47,"Budak nu meunang gelutna pohara senangeunana, ku babaturanana tara pati diheureuyan teuing.",noto
budak_teuneung_fonts/bt_0011_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮊᮥ ᮙ ᮠ <sp> ᮃ ᮛᮤ <sp> ᮊ <sp> ᮊᮥ ᮛᮤᮀ,11,Kumaha ari ka kuring?,noto
budak_teuneung_fonts/bt_0012_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮘᮩ <sp> ᮊ <sp> ᮊᮥ <sp> ᮛᮤᮀ <sp> ᮙᮂ <sp> ᮞᮥ ᮙ ᮝᮧ ᮔ᮪ ᮔ <sp> ᮘᮥ ᮓ ᮊ᮪ <sp> ᮞ ᮜᮥ ᮠᮥ ᮛᮩ ᮔ᮪ <sp> ᮞ ᮠ ᮔ᮪ ᮓ ᮕᮩ ᮔ᮪ <sp> ᮇ ᮌᮦ <sp> ᮊ ᮎᮤ ᮓ <sp> ᮍ ᮠᮤ ᮔ ᮔ <sp> ᮊ ᮎᮤ ᮓ <sp> ᮍᮥ ᮔ᮪ ᮒᮥ ᮕ᮪ ᮔ <sp> ᮓ <sp> ᮑ ᮛ ᮠᮧ ᮉ ᮔ᮪ <sp> ᮚᮦ ᮔ᮪ <sp> ᮊᮥ ᮛᮤᮀ <sp> ᮒ ᮛ <sp> ᮍ ᮜ ᮝ ᮔ᮪ <sp> ᮄᮂ <sp> ᮃ ᮔ ᮊᮤᮀ <sp> ᮎᮦ ᮊ᮪ <sp> ᮄ ᮔ᮪ ᮓᮥᮀ ᮔ <sp> ᮏᮨ ᮜᮨ ᮙ <sp> ᮙᮂ <sp> ᮒ ᮚ <sp> ᮘ ᮚ ᮔ <sp> ᮔᮥ <sp> ᮞ ᮘᮁ <sp> ᮎᮦ ᮊ᮪ <sp> ᮞᮤ <sp> ᮝᮁ ᮏᮤ <sp> ᮌᮩ ᮔᮤᮀ <sp> ᮊ ᮛ ᮞ ᮔ <sp> ᮊᮥ <sp> ᮊᮥ <sp> ᮙᮨ ᮔ᮪ ᮓᮤᮀ <sp> ᮛᮤᮀ <sp> ᮙᮂ <sp> ᮞ ᮘᮁ <sp> ᮒᮩ ᮄᮀ <sp> ᮒᮦᮂ <sp> ᮕᮧ ᮠ ᮛ <sp> ᮓᮤ ᮑᮨ ᮑᮨ ᮛᮤ ᮔ <sp> ᮏᮩᮀ <sp> ᮓᮤ <sp> ᮎ ᮎ ᮙ᮪ ᮕᮂ ᮔ <sp> ᮊᮥ <sp> ᮘ ᮒᮥᮁ <sp> ᮞᮤ ᮛᮤ ᮊ᮪ ᮔ <sp> ᮒᮩ <sp> ᮔᮤ ᮔ᮪ ᮎ ᮊ᮪ <sp> ᮠᮥ ᮜᮥ <sp> ᮘ ᮆ <sp> ᮘ ᮒᮥᮁ <sp> ᮒᮦᮂ <sp> ᮊᮩ ᮔ᮪ <sp> ᮘ ᮆ <sp> ᮓ <sp> ᮈᮀ ᮊᮦ <sp> ᮇ ᮌᮦ <sp> ᮙᮧ <sp> ᮘᮥ ᮛᮥᮀ <sp> ᮙᮩ ᮔᮀ <sp> ᮝ <sp> ᮝ ᮜᮨ ᮞ᮪ <sp> ᮎᮦ ᮊ᮪ <sp> ᮄ ᮔ᮪ ᮓᮥᮀ ᮔ,228,"Beu, ka ku- ring mah sumawonna budak saluhureun, sahandapeun ogé kacida ngahinana, kacida nguntupna, da nyarahoeun yén kuring tara ngalawan."" ""Ih anaking,"" cék indungna, ""jelema mah taya bayana nu sabar."" cék Si Warji, ""geuning karasana ku ku- ""Mending ring mah sabar teuing téh pohara dinyenyerina jeung di- cacampahna ku batur, sirikna teu nincak hulu baé batur téh."" ""Keun baé, da engké ogé mo burung meunang wa- wales,"" cék indungna.",noto
budak_teuneung_fonts/bt_0013_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮄᮂ <sp> ᮔᮥ <sp> ᮙ ᮒ ᮊ᮪ <sp> ᮊ ᮙ ᮛᮤ <sp> ᮌᮦ <sp> ᮊᮥ ᮛᮤᮀ <sp> ᮕ ᮓ <sp> ᮑ ᮛᮦ ᮊ ᮔ᮪ <sp> ᮒᮦᮂ <sp> ᮉ ᮝᮩᮂ <sp> ᮞ ᮅ ᮛᮀ <sp> ᮅ ᮛᮀ <sp> ᮃ ᮎ ᮔ᮪ <sp> ᮔᮥ <sp> ᮙᮀ ᮜ ᮝ ᮔ᮪ ᮊᮩ ᮔ᮪ <sp> ᮞᮥ ᮙ <sp> ᮝᮧ ᮔ᮪ ᮔ <sp> ᮔᮥ <sp> ᮙᮀ ᮙ ᮜᮨ ᮞ᮪ ᮊᮩ ᮔ᮪,65,"""Ih nu matak ..., kamari gé kuring pada nyarékan téh euweuh saurang-urang acan nu manglawankeun, suma- wonna nu mangmaleskeun.",noto
budak_teuneung_fonts/bt_0014_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮈᮀ ᮊᮦ <sp> ᮓᮩ ᮄ <sp> ᮙᮂ <sp> ᮙᮥ ᮔ᮪ <sp> ᮃ ᮚ <sp> ᮔᮥ <sp> ᮠ ᮛ ᮊ᮪ <sp> ᮊᮥ <sp> ᮊᮥ ᮛᮤᮀ <sp> ᮛᮦ ᮊ᮪ <sp> ᮓᮤ ᮜ ᮝ ᮔ᮪ <sp> ᮘ ᮆ <sp> ᮞ ᮊᮦ ᮓᮂ <sp> ᮕᮧ ᮜᮂ <sp> ᮑ <sp> ᮄ ᮞ᮪ <sp> ᮅ ᮜᮂ <sp> ᮊᮩ ᮔ᮪ <sp> ᮘ ᮆ <sp> ᮅ ᮜᮂ <sp> ᮊ ᮕ ᮜᮀ <sp> ᮞ ᮘᮁ <sp> ᮎᮦ ᮊ᮪ <sp> ᮄ ᮔ᮪ ᮓᮥᮀ ᮔ <sp> ᮘ ᮛᮤ <sp> ᮎᮥ ᮙ ᮜᮤ ᮙ᮪ ᮘ,83,"Engké deui mah mun aya nu harak, ku kuring rék dilawan baé sakédah polah, nya ""Is ulah, keun baé ulah kapalang sabar,"" cék indungna bari cumalimba.",noto
budak_teuneung_fonts/bt_0015_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮜᮩ ᮝᮤᮂ <sp> ᮠ ᮓᮦ <sp> ᮙᮤ ᮞᮂ <sp> ᮘ ᮆ <sp> ᮅ ᮜᮤ ᮔ᮪ ᮔ <sp> ᮅ ᮜᮂ <sp> ᮎ ᮙ᮪ ᮕᮥᮁ <sp> ᮏᮩᮀ <sp> ᮘ ᮛᮥ ᮓ ᮊ᮪ <sp> ᮔᮥ <sp> ᮠ ᮛ ᮛ ᮊ᮪ <sp> ᮃᮂ <sp> ᮈ ᮑ <sp> ᮊᮦ ᮒᮂ <sp> ᮃᮀ ᮌᮥᮁ ᮞᮤ <sp> ᮛᮦ ᮊ᮪ <sp> ᮙᮤ ᮞᮂ <sp> ᮘ ᮆ <sp> ᮅ ᮜᮤ ᮔ᮪ ᮔ <sp> ᮙᮧ ᮃ ᮜ᮪ <sp> ᮍ ᮓᮩ ᮊᮩ ᮒ ᮔ᮪ <sp> ᮘ ᮒᮥᮁ <sp> ᮎᮦ ᮊ᮪ <sp> ᮞᮤ <sp> ᮝᮁ ᮏᮤ <sp> ᮘ ᮛᮤ <sp> ᮒᮥ ᮜᮥ ᮚ᮪ <sp> ᮊ ᮜᮥ ᮃᮁ <sp> ᮒᮤ <sp> ᮄ ᮙᮂ ᮔ <sp> ᮞᮁ ᮒ <sp> ᮙ ᮝ <sp> ᮌᮦ ᮌᮦ ᮛᮦ ᮜᮦ ᮍ ᮔ᮪ <sp> ᮊ ᮜᮦᮀ <sp> ᮘᮩ ᮔᮀ <sp> ᮑᮤ ᮉ ᮔ᮪ <sp> ᮙ ᮔᮦᮂ ᮔ <sp> ᮕᮢᮤ ᮘ ᮓᮤ,132,"""Leuwih hadé misah baé ulinna, ulah campur jeung barudak nu hararak."" ""Ah, enya kétah, anggursi rék misah baé ulinna, moal ngadeukeutan batur,"" cék Si Warji bari tuluy kaluar ti imahna, sarta mawa gégéréléngan kaléng beunang nyieun manéhna pribadi.",noto
budak_teuneung_fonts/bt_0016_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮃ ᮛᮤ <sp> ᮞᮤ <sp> ᮝᮁ ᮏᮤ <sp> ᮒᮦᮂ <sp> ᮘᮥ ᮓ ᮊ᮪ <sp> ᮚ ᮒᮤ ᮙ᮪ <sp> ᮅ ᮙᮥᮁ ᮔ᮪ <sp> ᮱ ᮱ <sp> ᮒ ᮅ ᮔ᮪ <sp> ᮓᮤ ᮒᮤᮀ <sp> ᮌ ᮜ᮪ ᮊᮩ ᮔ ᮔ <sp> ᮙ ᮇ ᮒ᮪ <sp> ᮊᮥ <sp> ᮘ ᮕ ᮔ <sp> ᮊᮩᮁ <sp> ᮜᮩ ᮒᮤ ᮊ᮪ <sp> ᮊᮦ ᮔᮦᮂ <sp> ᮊᮤ ᮛ <sp> ᮊᮤ ᮛ <sp> ᮅ ᮙᮥᮁ <sp> ᮓᮥ ᮃ <sp> ᮒ ᮅ ᮔ᮪,72,"Ari Si Warji téh budak yatim, umurnå 11 taun, diting- galkeunana maot ku bapana keur leutik kénéh, kira-kira umur dua taun.",noto
budak_teuneung_fonts/bt_0017_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮒᮤ <sp> ᮞ ᮙ ᮇ ᮒ᮪ ᮔ <sp> ᮘ ᮕ <sp> ᮝᮁ ᮏᮤ <sp> ᮃ ᮙ᮪ ᮘᮥ <sp> ᮝᮁ ᮏᮤ <sp> ᮊ ᮓᮥ ᮃ <sp> ᮃ ᮔ ᮊ᮪ ᮔ <sp> ᮕᮧ ᮠ ᮛ <sp> ᮔ ᮔ᮪ ᮓ ᮍ ᮔ᮪ <sp> ᮞᮀ ᮞ ᮛ ᮔ <sp> ᮒᮦᮂ <sp> ᮓ <sp> ᮈ ᮑ <sp> ᮇ ᮌᮦ <sp> ᮃ ᮚ <sp> ᮘ ᮔ᮪ <sp> ᮓ ᮔ <sp> ᮒᮤ ᮒᮤᮀ ᮌ ᮜ᮪ <sp> ᮕ <sp> ᮝᮁ ᮏᮤ <sp> ᮞ ᮉ ᮒᮤ ᮊ᮪ <sp> ᮉ ᮒᮤ ᮊᮩ ᮔ᮪ <sp> ᮃ ᮝ ᮠᮤᮀ <sp> ᮊᮥ <sp> ᮓᮤ ᮒᮥᮀ ᮒᮥ ᮒ᮪ <sp> ᮓᮤ ᮏᮥ ᮃ ᮜ ᮔ᮪ <sp> ᮓᮤ ᮕ ᮊᮦ <sp> ᮊ ᮕᮨᮁ ᮜᮥ ᮃ ᮔ᮪ <sp> ᮞ ᮕᮧ ᮕᮧ ᮆ <sp> ᮑ <sp> ᮜᮤ ᮜ <sp> ᮜᮤ ᮜ <sp> ᮙᮂ <sp> ᮘᮦ ᮃ ᮊ᮪ <sp> ᮍ ᮔ᮪ <sp> ᮊ ᮛᮤ <sp> ᮄ ᮙᮂ ᮔ <sp> ᮝᮥᮀ ᮊᮥ ᮜ᮪ <sp> ᮔᮥ ᮙ᮪ ᮕᮀ <sp> ᮓᮤ <sp> ᮕ ᮊ ᮛ ᮍ ᮔ᮪ <sp> ᮘ ᮒᮥᮁ <sp> ᮊᮤ ᮒᮥ <sp> ᮇ ᮌᮦ <sp> ᮑ <sp> ᮘᮥ ᮒᮥ ᮒ᮪ <sp> ᮑ <sp> ᮜᮩ ᮒᮤ ᮊ᮪ <sp> ᮎᮦ ᮊ᮪ <sp> ᮘ <sp> ᮘ ᮞ ᮔ᮪ <sp> ᮒᮦ ᮃ <sp> ᮙᮂ <sp> ᮍ ᮔ᮪ <sp> ᮅ ᮊᮥᮁ <sp> ᮞ ᮌᮨ ᮓᮦ <sp> ᮌᮧ ᮔ᮪ ᮓᮧ ᮊ᮪,205,"Ti samaotna Bapa Warji, Ambu Warji kadua anakna, pohara nandangan sangsarana téh, da enya ogé aya ban- dana titinggal Pa Warji saeutik-eutikeun, awahing ku ditungtut dijualan, dipaké kaperluan sapopoé, nya lila- lila mah béak, ngan kari imahna wungkul numpang di pakarangan batur, kitu ogé nya butut nya leutik, cék ba- basan téa mah ngan ukur sagedé gondok.",noto
budak_teuneung_fonts/bt_0018_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮞᮥ ᮌ ᮔ᮪ <sp> ᮓᮤ <sp> ᮞ ᮓᮦ ᮞ <sp> ᮘ ᮘ ᮊ ᮔ᮪ <sp> ᮞᮤ ᮙ᮪ ᮕᮀ <sp> ᮙᮂ <sp> ᮍ ᮔ᮪ <sp> ᮃ ᮙ᮪ ᮘᮥ <sp> ᮝᮁ ᮏᮤ <sp> ᮞᮧ ᮛ ᮍ ᮔ᮪ <sp> ᮔᮥ <sp> ᮕᮀ ᮙᮤ ᮞ᮪ ᮊᮤ ᮔ᮪ <sp> ᮙᮤ ᮞ᮪ ᮊᮤ ᮔ᮪ ᮔ <sp> ᮒᮦᮂ,51,Sugan di sadésa Babakan Simpang mah ngan Ambu Warji sorangan nu pangmiskin-miskinna téh.,noto
budak_teuneung_fonts/bt_0019_noto.png,budak_teuneung_samsoedi_1930.pdf,ᮞᮀ ᮌᮩ ᮞ᮪ <sp> ᮃ ᮙ᮪ ᮘᮥ <sp> ᮝᮁ ᮏᮤ <sp> ᮒᮩ <sp> ᮘᮧ ᮌ ᮉ ᮔ᮪ <sp> ᮓᮩ ᮄ <sp> ᮘ ᮛᮀ <sp> ᮏᮥ ᮃ ᮜ᮪ <sp> ᮏᮥ ᮃ ᮜᮩ ᮔ᮪ <sp> ᮙ ᮔᮦᮂ ᮔ <sp> ᮊ ᮕ ᮊ᮪ ᮞ <sp> ᮅ ᮞ ᮠ <sp> ᮞᮧ ᮛ ᮍ ᮔ᮪ <sp> ᮘᮥ ᮘᮥ ᮛᮥᮂ <sp> ᮒ ᮔ᮪ ᮓᮥᮁ <sp> ᮍ ᮛ ᮙ᮪ ᮘᮦ ᮒ᮪ <sp> ᮓᮨ ᮛᮨ ᮕ᮪ <sp> ᮃ ᮒ ᮝ <sp> ᮘᮥ ᮘᮥ ᮛᮥᮂ <sp> ᮔᮥ ᮒᮥ <sp> ᮏᮩᮀ <sp> ᮊᮥ ᮜ <sp> ᮊᮥ ᮜᮤ <sp> ᮔᮥ <sp> ᮆ ᮔ᮪ ᮒᮦᮀ <sp> ᮍ ᮛᮂ <sp> ᮘᮥ ᮛᮥ ᮠ ᮔ᮪ ᮞ ᮓᮥ ᮄ ᮒ᮪ <sp> ᮞ ᮕᮦ ᮞᮦᮁ,109,"Sanggeus Ambu Warji teu bogaeun deui barang jual- jualeun, manéhna kapaksa usaha sorangan, buburuh tandur, ngarambét, derep atawa buburuh nutu jeung kula-kuli nu énténg ngarah buruhansaduit sapésér.",noto
