filename,source_file,label,n_symbols,latin_source
wikipedia_sunda/wikisu_00053.png,2008.txt,ᮓᮥ ᮙ ᮞᮁ <sp> ᮔ ᮌ ᮛ <sp> ᮄ ᮔ᮪ ᮓᮤ ᮃ <sp> ᮏᮨ ᮕᮀ,15,Dumasar nagara: India • Jepang
wikipedia_sunda/wikisu_00054.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮱ <sp> ᮞ ᮜ᮪ ᮗ ᮒᮧ ᮛᮨ <sp> ᮘᮧ ᮔ ᮔ᮪ ᮔᮧ <sp> ᮃ ᮙᮨ ᮛᮤ ᮎ ᮔ᮪ <sp> ᮙᮧ ᮘ᮪ ᮞ᮪ ᮒᮨᮁ <sp> ᮘ᮪,30,"January 1 - Salvatore Bonanno, American mobster (b."
wikipedia_sunda/wikisu_00055.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮱ <sp> ᮕᮨ ᮒᮨᮁ <sp> ᮎ ᮖ᮪ ᮖᮢᮨ ᮚ᮪ <sp> ᮄ ᮛᮤ ᮞ᮪ ᮠ᮪ <sp> ᮃ ᮎ᮪ ᮒᮧᮁ <sp> ᮘ᮪,25,"January 1 - Peter Caffrey, Irish actor (b."
wikipedia_sunda/wikisu_00056.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮱ <sp> ᮈ ᮛᮤ ᮎ᮪ ᮠ᮪ <sp> ᮊ᮪ <sp> ᮞ᮪ ᮒ᮪ ᮔᮨᮁ <sp> ᮌᮨᮁ ᮙ ᮔ᮪ <sp> ᮗᮨ ᮒᮨ ᮛ ᮔ᮪ <sp> ᮇ ᮖ᮪ <sp> ᮝᮧᮁ ᮜ᮪ ᮓ᮪ <sp> ᮝᮁ <sp> ᮄ <sp> ᮘ᮪,39,"January 1 - Erich Kästner, German veteran of World War I (b."
wikipedia_sunda/wikisu_00057.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮱ <sp> ᮒ᮪ ᮠᮤ ᮚ ᮌ ᮛ ᮏᮂ <sp> ᮙ ᮠᮨ ᮞ᮪ ᮝ ᮛ ᮔ᮪ <sp> ᮞᮢᮤ <sp> ᮜ ᮔ᮪ ᮊ ᮔ᮪ <sp> ᮒ ᮙᮤ ᮜ᮪ <sp> ᮕᮧ ᮜᮤ ᮒᮤ ᮎᮤ ᮃ ᮔ᮪ <sp> ᮘ᮪,40,"January 1 - Thiyagarajah Maheswaran, Sri Lankan Tamil politician (b."
wikipedia_sunda/wikisu_00058.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ <sp> ᮌ ᮜᮡ ᮔᮤ <sp> ᮗ ᮓ᮪ ᮠ ᮔ <sp> ᮒ᮪ ᮠ ᮄ <sp> ᮕᮢᮤ ᮔ᮪ ᮎᮨ ᮞ᮪ ᮞ᮪ <sp> ᮘ᮪,27,"January 2 - Galyani Vadhana, Thai princess (b."
wikipedia_sunda/wikisu_00131.png,2008.txt,ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮱ <sp> ᮞ ᮄ ᮔ᮪ ᮒ᮪ <sp> ᮓ ᮗᮤ ᮓ᮪ <sp> ᮞ᮪ <sp> ᮓ ᮚ᮪ <sp> ᮔ ᮒᮤ ᮇ ᮔ ᮜ᮪ <sp> ᮠᮧ ᮜᮤ ᮓ ᮚ᮪ <sp> ᮇ ᮖ᮪ <sp> ᮝ ᮜᮨ ᮞ᮪,37,"March 1 - Saint David's Day, National holiday of Wales"
wikipedia_sunda/wikisu_00132.png,2008.txt,ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮲ ᮰ <sp> ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮈ ᮋᮥ ᮄ ᮔᮧ ᮟ᮪ <sp> ᮃ ᮜ᮪ ᮞᮧ <sp> ᮊ᮪ ᮔᮧ ᮝ᮪ ᮔ᮪ <sp> ᮃ ᮞ᮪ <sp> ᮇ ᮞ᮪ ᮒ ᮛ,33,"March 20 - March Equinox, also known as Ostara"
wikipedia_sunda/wikisu_00133.png,2008.txt,ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮲ ᮰ <sp> ᮕᮥ ᮛᮤ ᮙ᮪,10,March 20 - Purim
wikipedia_sunda/wikisu_00134.png,2008.txt,ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮲ ᮵ <sp> ᮠᮧ ᮜᮤ,9,March 25 - Holi
wikipedia_sunda/wikisu_00135.png,2008.txt,ᮃ ᮕᮢᮤ ᮜ᮪ <sp> ᮲ ᮰ <sp> ᮕ ᮞ᮪ ᮞᮧ ᮗᮨᮁ,11,April 20 - Passover
wikipedia_sunda/wikisu_00136.png,2008.txt,ᮃ ᮕᮢᮤ ᮜ᮪ <sp> ᮲ ᮷ <sp> ᮕ ᮞ᮪ ᮎ᮪ ᮠ <sp> ᮄ ᮔ᮪ <sp> ᮆ ᮃ ᮞ᮪ ᮒᮨᮁ ᮔ᮪ <sp> ᮎ᮪ ᮠᮢᮤ ᮞ᮪ ᮒᮤ ᮃ ᮔᮤ ᮒ᮪ ᮚ᮪,29,April 27 - Pascha in éastern Christianity
wikipedia_sunda/wikisu_00137.png,2008.txt,ᮙ ᮚ᮪ <sp> ᮱ <sp> ᮘᮨ ᮜ᮪ ᮒ ᮔᮨ <sp> ᮃ <sp> ᮎᮢᮧ ᮞ᮪ ᮞ᮪ <sp> ᮋᮥ ᮃᮁ ᮒᮨᮁ <sp> ᮓ ᮚ᮪,22,"May 1 - Beltane, a Cross-quarter day"
wikipedia_sunda/wikisu_00138.png,2008.txt,ᮙ ᮚ᮪ <sp> ᮲ ᮰ <sp> ᮗᮨ ᮞ ᮊ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮘᮥ ᮓ᮪ ᮓ᮪ ᮠᮤ ᮞ᮪ ᮙ᮪,19,May 20 - Vesak in Buddhism
wikipedia_sunda/wikisu_00139.png,2008.txt,ᮏᮥ ᮔᮨ <sp> ᮹ <sp> ᮞ᮪ ᮠ ᮗᮥ ᮇ ᮒ᮪,10,June 9 - Shavuot
wikipedia_sunda/wikisu_00140.png,2008.txt,ᮏᮥ ᮔᮨ <sp> ᮲ ᮰ <sp> ᮏᮥ ᮔᮨ <sp> ᮞᮧ ᮜ᮪ ᮞ᮪ ᮒᮤ ᮎᮨ <sp> ᮃ ᮜ᮪ ᮞᮧ <sp> ᮊ᮪ ᮔᮧ ᮝ᮪ ᮔ᮪ <sp> ᮃ ᮞ᮪ <sp> ᮙᮤ ᮓ᮪ ᮞᮥ ᮙ᮪ ᮙᮨᮁ <sp> ᮇᮁ <sp> ᮜᮤ ᮒ᮪ ᮠ,38,"June 20 - June Solstice, also known as Midsummer or Litha"
wikipedia_sunda/wikisu_00141.png,2008.txt,ᮃ ᮅ ᮌᮥ ᮞ᮪ ᮒ᮪ <sp> ᮱ <sp> ᮜ ᮙ᮪ ᮙ ᮞ᮪ <sp> ᮃ <sp> ᮎᮢᮧ ᮞ᮪ ᮞ᮪ <sp> ᮋᮥ ᮃᮁ ᮒᮨᮁ <sp> ᮓ ᮚ᮪,25,"August 1 - Lammas, a Cross-quarter day"
wikipedia_sunda/wikisu_00142.png,2008.txt,ᮃ ᮅ ᮌᮥ ᮞ᮪ ᮒ᮪ <sp> ᮱ ᮵ <sp> ᮃ ᮞ᮪ ᮞᮥ ᮙ᮪ ᮕ᮪ ᮒᮤ ᮇ ᮔ᮪ <sp> ᮇ ᮖ᮪ <sp> ᮙᮁ ᮚ᮪,23,August 15 - Assumption of Mary
wikipedia_sunda/wikisu_00143.png,2008.txt,ᮞᮨ ᮕ᮪ ᮒᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮲ ᮲ <sp> ᮞᮨ ᮕ᮪ ᮒᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮈ ᮋᮥ ᮄ ᮔᮧ ᮟ᮪ <sp> ᮃ ᮜ᮪ ᮞᮧ <sp> ᮊ᮪ ᮔᮧ ᮝ᮪ ᮔ᮪ <sp> ᮃ ᮞ᮪ <sp> ᮙ ᮘᮧ ᮔ᮪,36,"September 22 - September Equinox, also known as Mabon"
wikipedia_sunda/wikisu_00144.png,2008.txt,ᮞᮨ ᮕ᮪ ᮒᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮳ ᮰ <sp> ᮛᮧ ᮞ᮪ ᮠ᮪ <sp> ᮠ ᮞ᮪ ᮠ ᮔ,17,September 30 - Rosh Hashana
wikipedia_sunda/wikisu_00145.png,2008.txt,ᮇ ᮎ᮪ ᮒᮧ ᮘᮨᮁ <sp> ᮲ <sp> ᮈ ᮄ ᮓ᮪ <sp> ᮅ ᮜ᮪ <sp> ᮖᮤ ᮒ᮪ ᮛ᮪,17,October 2 - Eid ul-Fitr
wikipedia_sunda/wikisu_00146.png,2008.txt,ᮇ ᮎ᮪ ᮒᮧ ᮘᮨᮁ <sp> ᮹ <sp> ᮚᮧ ᮙ᮪ <sp> ᮊᮤ ᮕ᮪ ᮕᮥᮁ,13,October 9 - Yom Kippur
wikipedia_sunda/wikisu_00147.png,2008.txt,ᮇ ᮎ᮪ ᮒᮧ ᮘᮨᮁ <sp> ᮲ ᮸ <sp> ᮓᮤ ᮝ ᮜᮤ,11,October 28 - Diwali
wikipedia_sunda/wikisu_00148.png,2008.txt,ᮔᮧ ᮗᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮱ <sp> ᮞ ᮙ᮪ ᮠ ᮄ ᮔ᮪ <sp> ᮃ <sp> ᮎᮢᮧ ᮞ᮪ ᮞ᮪ <sp> ᮋᮥ ᮃᮁ ᮒᮨᮁ <sp> ᮓ ᮚ᮪ <sp> ᮃ ᮔ᮪ ᮓ᮪ <sp> ᮔᮨ ᮇ ᮕ ᮌ ᮔ᮪ <sp> ᮔᮨ ᮝ᮪ <sp> ᮚᮦ ᮃᮁ,41,"November 1 - Samhain, a Cross-quarter day and Neopagan new yéar"
wikipedia_sunda/wikisu_00149.png,2008.txt,ᮔᮧ ᮗᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮳ ᮰ <sp> ᮞ᮪ ᮒ᮪,10,November 30 - St.
wikipedia_sunda/wikisu_00150.png,2008.txt,ᮃ ᮔ᮪ ᮓᮢᮨ ᮝ᮪ <sp> ᮞ᮪ <sp> ᮓ ᮚ᮪ <sp> ᮞ᮪ ᮎᮧ ᮒ᮪ ᮒᮤ ᮞ᮪ ᮠ᮪ <sp> ᮔ ᮒᮤ ᮇ ᮔ ᮜ᮪ <sp> ᮓ ᮚ᮪,25,"Andrew's Day, Scottish national day"
wikipedia_sunda/wikisu_00151.png,2008.txt,ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮸ <sp> ᮄ ᮙ᮪ ᮙ ᮎᮥ ᮜ ᮒᮨ <sp> ᮎᮧ ᮔ᮪ ᮎᮨ ᮕ᮪ ᮒᮤ ᮇ ᮔ᮪,21,December 8 - Immaculate Conception
wikipedia_sunda/wikisu_00152.png,2008.txt,ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮸ <sp> ᮈ ᮄ ᮓ᮪ <sp> ᮅ ᮜ᮪ <sp> ᮃ ᮓ᮪ ᮠ,17,December 8 - Eid ul-Adha
wikipedia_sunda/wikisu_00153.png,2008.txt,ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮲ ᮱ <sp> ᮠ ᮔᮥ ᮊ᮪ ᮊᮂ <sp> ᮘᮨ ᮌᮤ ᮔ᮪ ᮞ᮪ <sp> ᮃ ᮒ᮪ <sp> ᮞᮥ ᮔ᮪ ᮓᮧ ᮝ᮪ ᮔ᮪,26,December 21 - Hanukkah begins at sundown
wikipedia_sunda/wikisu_00154.png,2008.txt,ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮲ ᮱ <sp> ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮞᮧ ᮜ᮪ ᮞ᮪ ᮒᮤ ᮎᮨ <sp> ᮃ ᮜ᮪ ᮞᮧ <sp> ᮊ᮪ ᮔᮧ ᮝ᮪ ᮔ᮪ <sp> ᮃ ᮞ᮪ <sp> ᮚᮥ ᮜᮨ,33,"December 21 - December Solstice, also known as Yule"
wikipedia_sunda/wikisu_00043.png,2008.txt,ᮕᮢᮨ ᮞᮤ ᮓᮨ ᮔ᮪ ᮒ᮪ <sp> ᮈ ᮄ ᮓ᮪ <sp> ᮅ ᮜ᮪ <sp> ᮖᮤ ᮒ᮪ ᮛ᮪ ᮌᮨ ᮇᮁ ᮌᮨ <sp> ᮝ᮪,21,President Eid ul-FitrGeorge W.
wikipedia_sunda/wikisu_00044.png,2008.txt,ᮔᮧ ᮗᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮲ ᮲ <sp> ᮃ ᮕᮨ ᮎ᮪ <sp> ᮕᮨ ᮛᮥ <sp> ᮲ ᮰ ᮰ ᮸ <sp> ᮞᮥ ᮙ᮪ ᮙᮤ ᮒ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮜᮤ ᮙ,30,November 22 - APEC Peru 2008 Summit in Lima.
wikipedia_sunda/wikisu_00045.png,2008.txt,ᮔᮧ ᮗᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮲ ᮸ <sp> ᮜᮨ ᮌᮤ ᮞᮣ ᮒᮤ ᮗᮨ <sp> ᮈ ᮜᮨ ᮎ᮪ ᮒᮤ ᮇ ᮔ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮛᮧ ᮙ ᮔᮤ ᮃ,28,November 28 - Legislative election in Romania.
wikipedia_sunda/wikisu_00046.png,2008.txt,ᮓᮨ ᮎᮨ ᮙ᮪ ᮘᮨᮁ <sp> ᮱ ᮵ <sp> ᮒ᮪ ᮠᮨ <sp> ᮔᮨ ᮒ᮪ ᮠᮨᮁ ᮜ ᮔ᮪ ᮓ᮪ ᮞ᮪ <sp> ᮃ ᮔ᮪ ᮒᮤ ᮜᮣᮨ ᮞ᮪ <sp> ᮝᮤ ᮜ᮪ ᮜ᮪ <sp> ᮘᮨ <sp> ᮖᮧᮁ ᮙ ᮜ᮪ ᮜ᮪ ᮚ᮪ <sp> ᮃ ᮘᮧ ᮜᮤ ᮞ᮪ ᮠᮨ ᮓ᮪,43,December 15 - The Netherlands Antilles will be formally abolished.
wikipedia_sunda/wikisu_00047.png,2008.txt,ᮄ ᮒ᮪ <sp> ᮝᮤ ᮜ᮪ ᮜ᮪ <sp> ᮘᮨ <sp> ᮒ᮪ ᮠᮨ <sp> ᮝᮧᮁ ᮜ᮪ ᮓ᮪ <sp> ᮞ᮪ <sp> ᮒ ᮜᮣᮨ ᮞ᮪ ᮒ᮪ <sp> ᮘᮥ ᮄ ᮜ᮪ ᮓᮤᮀ,27,It will be the world's tallest building.
wikipedia_sunda/wikisu_00048.png,2008.txt,ᮔᮨ ᮝ᮪ <sp> ᮎ᮪ ᮠᮤ ᮔ <sp> ᮎᮨ ᮔ᮪ ᮒᮢ ᮜ᮪ <sp> ᮒᮨ ᮜᮨ ᮗᮤ ᮞᮤ ᮇ ᮔ᮪ <sp> ᮠᮦ ᮃ ᮓ᮪ ᮋᮥ ᮃᮁ ᮒᮨᮁ ᮞ᮪ <sp> ᮘᮥ ᮄ ᮜ᮪ ᮓᮤᮀ ᮞ᮪ <sp> ᮇ ᮕᮨ ᮔ᮪,36,New China Central Television héadquarters buildings open.
wikipedia_sunda/wikisu_00049.png,2008.txt,ᮝᮁ <sp> ᮄ ᮔ᮪ <sp> ᮃ ᮖ᮪ ᮌ᮪ ᮠ ᮔᮤ ᮞ᮪ ᮒ ᮔ᮪,13,War in Afghanistan
wikipedia_sunda/wikisu_00050.png,2008.txt,ᮎᮧ ᮔ᮪ ᮖᮣᮤ ᮎ᮪ ᮒ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮓᮁ ᮖᮥᮁ,11,Conflict in Darfur
wikipedia_sunda/wikisu_00020.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮰ <sp> ᮕᮢᮨ ᮞᮤ ᮓᮨ ᮔ᮪ ᮒᮤ ᮃ ᮜ᮪ <sp> ᮈ ᮜᮨ ᮎ᮪ ᮒᮤ ᮇ ᮔ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮞᮨᮁ ᮘᮤ ᮃ,29,January 20 - Presidential election in Serbia.
wikipedia_sunda/wikisu_00021.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮰ <sp> ᮜᮨ ᮌᮤ ᮞᮣ ᮒᮤ ᮗᮨ <sp> ᮈ ᮜᮨ ᮎ᮪ ᮒᮤ ᮇ ᮔ᮪ ᮞ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮎᮥ ᮘ,27,January 20 - Legislative elections in Cuba.
wikipedia_sunda/wikisu_00022.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮲ <sp> ᮘᮨ ᮔ᮪ <sp> ᮘᮨᮁ ᮔ ᮔ᮪ ᮊᮨ <sp> ᮜᮧ ᮝᮨᮁ ᮞ᮪ <sp> ᮒ᮪ ᮠᮨ <sp> ᮅ <sp> ᮞ᮪,26,January 22 - Ben Bernanke lowers the U.S.
wikipedia_sunda/wikisu_00023.png,2008.txt,ᮃ ᮜ᮪ ᮜ᮪ <sp> ᮲ ᮰ <sp> ᮕᮨᮁ ᮞᮧ ᮔ᮪ ᮔᮨ ᮜ᮪ <sp> ᮇ ᮔ᮪ <sp> ᮘᮧ ᮃᮁ ᮓ᮪ <sp> ᮓᮤ ᮈ ᮓ᮪,23,All 20 personnel on board died.
wikipedia_sunda/wikisu_00024.png,2008.txt,ᮕᮢᮤ ᮙᮨ <sp> ᮙᮤ ᮔᮤ ᮞ᮪ ᮒᮨᮁ <sp> ᮌᮧᮁ ᮓᮧ ᮔ᮪ <sp> ᮘᮢᮧ ᮝ᮪ ᮔ᮪ <sp> ᮎ ᮜᮣᮨ ᮓ᮪ <sp> ᮃ <sp> ᮋᮥ ᮄ ᮎ᮪ ᮊ᮪ <sp> ᮎ ᮘᮤ ᮔᮨ ᮒ᮪ <sp> ᮛᮨ ᮞ᮪ ᮠᮥ ᮖ᮪ ᮖᮣᮨ,37,Prime Minister Gordon Brown called a quick cabinet reshuffle.
wikipedia_sunda/wikisu_00025.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮵ <sp> ᮜ ᮞ᮪ <sp> ᮗᮨ ᮌ ᮞ᮪ <sp> ᮎ ᮞᮤ ᮔᮧ <sp> ᮙᮧ ᮔ᮪ ᮒᮨ <sp> ᮎᮁ ᮜᮧ <sp> ᮎ ᮒ᮪ ᮎ᮪ ᮠᮨ ᮞ᮪ <sp> ᮖᮤ ᮛᮨ,34,January 25 - Las Vegas Casino Monte Carlo catches fire.
wikipedia_sunda/wikisu_00026.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮸ <sp> ᮅ <sp> ᮞ᮪,11,January 28 - U.S.
wikipedia_sunda/wikisu_00027.png,2008.txt,ᮕᮢᮦ ᮞᮤ ᮓᮦ ᮔ᮪ ᮒ᮪ <sp> ᮌᮨ ᮇᮁ ᮌᮨ <sp> ᮝ᮪,11,présidént George W.
wikipedia_sunda/wikisu_00028.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮲ ᮹ <sp> ᮞᮦ ᮔ ᮒᮧᮁ <sp> ᮏᮧᮂ ᮔ᮪ <sp> ᮙ᮪ ᮎ᮪ ᮎ ᮄ ᮔ᮪ <sp> ᮝᮤ ᮔ᮪ ᮞ᮪ <sp> ᮛᮨ ᮕᮥ ᮘᮣᮤ ᮎ ᮔ᮪ <sp> ᮖᮣᮧ ᮛᮤ ᮓ <sp> ᮕᮢᮤ ᮙᮁ ᮚ᮪ <sp> ᮄ ᮔ᮪ <sp> ᮅ <sp> ᮞ᮪,45,January 29 - sénator John McCain wins Republican Florida primary in U.S.
wikipedia_sunda/wikisu_00029.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮳ ᮰ <sp> ᮅ <sp> ᮞ᮪,11,January 30 - U.S.
wikipedia_sunda/wikisu_00030.png,2008.txt,ᮖᮨ ᮘᮢᮥ ᮃᮁ ᮚ᮪ <sp> ᮵ <sp> ᮅ <sp> ᮞ᮪,10,February 5 - U.S.
wikipedia_sunda/wikisu_00031.png,2008.txt,ᮒ᮪ ᮠᮨ <sp> ᮞ᮪ <sp> ᮕ᮪ <sp> ᮵ ᮰ ᮰ <sp> ᮖᮨ ᮜ᮪ ᮜ᮪ <sp> ᮳ <sp> ᮲,18,The S&P 500 fell 3.2%.
wikipedia_sunda/wikisu_00032.png,2008.txt,ᮒ᮪ ᮠᮨ <sp> ᮓᮧ ᮝ᮪ <sp> ᮏᮧ ᮔᮨ ᮞ᮪ <sp> ᮄ ᮔ᮪ ᮓᮥ ᮞ᮪ ᮒᮢᮤ ᮃ ᮜ᮪ <sp> ᮃ ᮗᮨ ᮛ ᮌᮨ <sp> ᮖᮨ ᮜ᮪ ᮜ᮪ <sp> ᮳ ᮷ ᮰ <sp> ᮕᮧ ᮄ ᮔ᮪ ᮒ᮪ ᮞ᮪,36,The Dow Jones Industrial Average fell 370 points.
wikipedia_sunda/wikisu_00033.png,2008.txt,ᮙᮁ ᮎ᮪ ᮠ᮪ <sp> ᮲ ᮴ <sp> ᮘ᮪ ᮠᮥ ᮒ ᮔ᮪ <sp> ᮠᮧ ᮜ᮪ ᮓ᮪ ᮞ᮪ <sp> ᮄ ᮒ᮪ ᮞ᮪ <sp> ᮖᮤᮁ ᮞ᮪ ᮒ᮪ <sp> ᮈ ᮗᮨᮁ <sp> ᮌᮨ ᮔᮨ ᮛ ᮜ᮪ <sp> ᮈ ᮜᮨ ᮎ᮪ ᮒᮤ ᮇ ᮔ᮪ ᮞ᮪,40,March 24 - Bhutan holds its first-ever general elections.
wikipedia_sunda/wikisu_00034.png,2008.txt,ᮃ ᮕᮢᮤ ᮜ᮪ <sp> ᮱ ᮵ <sp> ᮃ <sp> ᮠᮨ ᮝ <sp> ᮘᮧ ᮛ <sp> ᮃ ᮄᮁ ᮝ ᮚ᮪ ᮞ᮪ <sp> ᮓ᮪ ᮎ᮪ <sp> ᮹ <sp> ᮎᮧ ᮙ᮪ ᮙᮨᮁ ᮎᮤ ᮃ ᮜ᮪ <sp> ᮃ ᮄᮁ ᮕᮣ ᮔᮨ <sp> ᮎᮢ ᮞ᮪ ᮠᮨ ᮞ᮪ <sp> ᮄ ᮔ᮪ ᮒᮧ <sp> ᮃ <sp> ᮛᮨ ᮞᮤ ᮓᮨ ᮔ᮪ ᮒᮤ ᮃ ᮜ᮪ <sp> ᮃ ᮛᮦ ᮃ <sp> ᮇ ᮖ᮪ <sp> ᮌᮧ ᮙ <sp> ᮓ᮪ ᮛ᮪ <sp> ᮎᮧ ᮍᮧ,72,"April 15 - A Hewa Bora Airways DC-9 commercial airplane crashes into a residential aréa of Goma, DR Congo."
wikipedia_sunda/wikisu_00059.png,2008.txt,ᮏ ᮔᮥ ᮃᮁ ᮚ᮪ <sp> ᮳ <sp> ᮃ ᮜᮨ ᮊ᮪ ᮞ ᮔ᮪ ᮓ᮪ ᮛ᮪ <sp> ᮃ ᮘ᮪ ᮓᮥ ᮜᮧ ᮗ᮪ <sp> ᮛᮥ ᮞ᮪ ᮞᮤ ᮃ ᮔ᮪ <sp> ᮃ ᮎ᮪ ᮒᮧᮁ <sp> ᮘ᮪,32,"January 3 - Aleksandr Abdulov, Russian actor (b."
